크롤링시간,지역,가게이름,아이디,몇시간전,주문내용,댓글,맛,양,배달,사장,사진주소
15시간 전,서초동,페리카나-서초동점,rp**님,15시간 전,양념 치킨/1,"치킨은 너무 맛잇는데 제발 배달 요청사항좀 지켜주세요. 자정이 다 되는 시간에 초인종 계속 누르고, 문 쾅쾅하셨죠? 일부러 문자만 해달라고 부탁드렸습니다.",5,5,1,----사장님 답글이 없어요 ----,이미지는 없어요
20시간 전,서초동,페리카나-서초동점,gy**님,20시간 전,"순살양념 치킨/1(사이드 추가 선택(콜라 1.25L 변경)),츄러스치즈볼 5개/1",맛있어요 잘먹었습니다😀😀,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c1d52f48b8475c4dd057ef588876e580_tn.jpg
어제,서초동,페리카나-서초동점,mi**님,어제,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),페리카나 순살 한번 먹어보고 쭉 이것만 먹어요그리고 다른 지점에 비해 서초점이 특히 더 맛있습니다환상적인 튀김옷에 바삭바삭함이 정말 최고입니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6721c0731636a42977eceb99c7380e91_tn.jpg
4일 전,서초동,페리카나-서초동점,jn**님,4일 전,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),배달비가 예전엔 2천원이었는데 3천으로 올랐네요...최애치킨인데 배달비가..,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a9c3c33c319474032243b5ff35599bf9_tn.jpg
2021년 10월 26일,서초동,페리카나-서초동점,se**님,2021년 10월 26일,순살양념 치킨/1,ㅠㅠㅠㅠㅠㅠ 늘 맛있어요. 차암나. 맛있음을 항상 유지하는 거 진짜 어렵잖아요? 근데 여기 페리카나 앵념 순살은 늘 맛있음~~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6512890deb468496ef53e5cfa8b66596_tn.jpg
2021년 10월 17일,서초동,페리카나-서초동점,un**님,2021년 10월 17일,"순살양념 치킨/1,순살간장 치킨/1",너~~~~무 맛있어요! 감사히 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 10일,서초동,페리카나-서초동점,in**님,2021년 10월 10일,순살양념 치킨/1(사이드 추가 선택(페리치즈볼 5개 추가)),양념은 역시 페리카나네요.,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 10일,서초동,페리카나-서초동점,ha**님,2021년 10월 10일,"반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨),사이드 추가 선택(무 추가))",맛있어요~~~~!!!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/207f5b57403fffbdd1e5730ac412e05f_tn.jpg
2021년 10월 9일,서초동,페리카나-서초동점,sh**님,2021년 10월 9일,양념 치킨/1,여윽시양념치킨은 ㅍㄹㅋㄴ,5,4,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 9일,서초동,페리카나-서초동점,ti**님,2021년 10월 9일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),맛있게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7b297755609eb2687034c934883f7d79_tn.jpg
2021년 10월 8일,서초동,페리카나-서초동점,ep**님,2021년 10월 8일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),맛있게 잘 먹었습니다.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/47730ec837729496b6d065851a4a7035_tn.jpg
2021년 10월 8일,서초동,페리카나-서초동점,ko**님,2021년 10월 8일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,항상 변하지 않는 페리카나자주 먹어도 맛있네요.번창하세요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 10월 7일,서초동,페리카나-서초동점,he**님,2021년 10월 7일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,"제가 먹어본 페리카나 중에 제일 맛있는 곳 같아요. 이사온지 얼마 안되었는데 이전에 자주 시켜먹었던 지점하고 맛이 많이 달라요. 여기가 닭을 좋은 닭을 사용하시는건지 닭 크기가 달라서인지 잘 모르겠지만 한 입 먹었는데 닭 맛이 다른게 느껴졌어요. 살도 많고, 살이 엄청 부드러운 맛이에요. :)",5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/357b4e574fa3fcfb266baedfbd87240f_tn.jpg
2021년 10월 5일,서초동,페리카나-서초동점,ki**님,2021년 10월 5일,양념 치킨/1,맛있게 잘 먹었어요. 배달 빨리 와서 놀랬어요. 덕분에 뜨거운 치킨을 먹으니까 좋네요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8de2bc81d789474cd156c14db7244df7_tn.jpg
2021년 10월 5일,서초동,페리카나-서초동점,10**님,2021년 10월 5일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),지금까지 근처에서 시킨 치킨 중에 제일 맛있었어요♡ 퇴근 늦게하면 다 문 닫아서 시킬 데가 없었는데 영업도 늦게까지 하고 너무 좋아요♡배달도 빠르고 넘 맛있습니다♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fead6351f2b46c01301c7b802b0fa248_tn.jpg
2021년 9월 21일,서초동,페리카나-서초동점,jn**님,2021년 9월 21일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),여기서 자주 시키는데.. 엥????후라이드가 훨씬 더 많아보였어요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/eeeed370553148252c8712d250561c8b_tn.jpg
2021년 9월 16일,서초동,페리카나-서초동점,di**님,2021년 9월 16일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),너무 맛있어서 정신없이 먹다보니 후라이드만 찍었네요ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/66266cc4e25979855a095b08701774e0_tn.jpg
2021년 9월 16일,서초동,페리카나-서초동점,cs**님,2021년 9월 16일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),여기가 다리100프로라 제일 좋아요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/64662ae40ef1833221544fbcd733aa8a_tn.jpg
2021년 9월 16일,서초동,페리카나-서초동점,ya**님,2021년 9월 16일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,맛있어요. 제가 느끼는 이 맛을 맛있는데 말로 표현못해 짧게 씁니다!,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 15일,서초동,페리카나-서초동점,hy**님,2021년 9월 15일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),맛있어요ㅎㅎ 옛날 추억의 맛,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 15일,서초동,페리카나-서초동점,se**님,2021년 9월 15일,순살양념 치킨/1,너무 맛있어서 2만원이 아깝지않아요~~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/9298102c923398bab5051a52f3a4a491_tn.jpg
2021년 9월 14일,서초동,페리카나-서초동점,sc**님,2021년 9월 14일,E세트（후라이드＋떡양념치킨＋콜라 1.25L）/1,양념은 페리카나가 진리,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 13일,서초동,페리카나-서초동점,be**님,2021년 9월 13일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),항상 배달이 빨리와요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/76cc95c538f665dfc410f54dca4fde88_tn.jpg
2021년 9월 13일,서초동,페리카나-서초동점,jw**님,2021년 9월 13일,순살양념 치킨/1,맛잇어요 순살도 전부 닭다리살이여서 좋아요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 12일,서초동,페리카나-서초동점,jn**님,2021년 9월 12일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),최애 치킨입니다 페리카나,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b465a526f74955950401da698e4d38fb_tn.jpg
2021년 9월 11일,서초동,페리카나-서초동점,da**님,2021년 9월 11일,A세트（후라이드＋후라이드＋콜라 1.25L）/1,너무 맛있게 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fd12c1bdb343b1138fd08312c3de8910_tn.jpg
2021년 9월 11일,서초동,페리카나-서초동점,mi**님,2021년 9월 11일,"다리＋날개/1(다리＋날개 소스 선택(양념)),파 추가/1",역시 양념은 페리카나,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/ad8eea8f3b01fa799b6485e81f81027d_tn.jpg
2021년 9월 10일,서초동,페리카나-서초동점,co**님,2021년 9월 10일,순살양념 치킨/1,페리카나 중 여기 지점이 제일 맛있는 거 같아요 불금에치킨을 맛있게 먹었어요 ♡,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8360767404de2482b7bffd488545f48f_tn.jpg
2021년 9월 10일,서초동,페리카나-서초동점,gy**님,2021년 9월 10일,순살양념 치킨/1,예상보다 일찍도착했어요겉은 바삭바삭 속은촉촉하고 부드러워요닭강정같은 양념치킨순살이 정말 입맛에 맞아요역시 국내산 순살이맛있어요 순살매니아고매운맛을 못먹는데 정말 맛깔나게 먹었어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/7a0745942db6caf46426653562463989_tn.jpg
2021년 9월 10일,서초동,페리카나-서초동점,bl**님,2021년 9월 10일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),요청사항도 잘 들어주시고 잘 먹었습니다,5,5,0,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 10일,서초동,페리카나-서초동점,vf**님,2021년 9월 10일,후라이드 치킨/1,걍 말이필요없음 쵝오🥰,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 10일,서초동,페리카나-서초동점,jk**님,2021년 9월 10일,양념 치킨/1,맛있게 잘 먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/fbc0b02340f7fd08430a0703da1083df_tn.jpg
2021년 9월 10일,서초동,페리카나-서초동점,ys**님,2021년 9월 10일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),튀김 바삭하네요 치킨무도 맛나네요,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/415c989141b172190597e68a9bd3d65b_tn.jpg
2021년 9월 10일,서초동,페리카나-서초동점,ho**님,2021년 9월 10일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,배달도 빠르고 정말 맛있게 잘 먹었습니다리뷰 처음남겨봐요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4e7ede0d4b39a523f4824569bae25948_tn.jpg
2021년 9월 9일,서초동,페리카나-서초동점,ba**님,2021년 9월 9일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),후라이드 양념 반반 사랑해요!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/58d647fe79fbc0c797ff6dab4436e6ef_tn.jpg
2021년 9월 9일,서초동,페리카나-서초동점,sa**님,2021년 9월 9일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(치즈스틱（6조각）추가))",맛있는 치킨 너무 너무 잘 먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 4일,서초동,페리카나-서초동점,mi**님,2021년 9월 4일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),교촌에서 멕시카나 순살 반반으로 갈아탔어요튀김 기름이 괜찮은건지 튀김옷이 비법이 있는건지프라이드 정말 진리입니다가슴살아니고 다리살이라서 너무 맛나요,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 9월 4일,서초동,페리카나-서초동점,se**님,2021년 9월 4일,순살양념 치킨/1,짱 맛있음~~~~~,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1cbb780f98ce056ab149d7fe79f46181_tn.jpg
2021년 8월 26일,서초동,페리카나-서초동점,bf**님,2021년 8월 26일,후라이드 치킨/1,약간 시장통닭느낌이에요 맛있어요,4,4,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/63b70f37572c024ac5fb4a4fbab6b4ed_tn.jpg
2021년 8월 24일,서초동,페리카나-서초동점,sk**님,2021년 8월 24일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,"페리카나 특히 이지점이 맛난거 같아요한마리는 부족해서늘 2마리 세트 시키는데.사장님도 친절하시고,맛도 정말 좋아서,늘 시켜먹고 있지요.완전 강추 맛이에요~^^",5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 22일,서초동,페리카나-서초동점,yo**님,2021년 8월 22일,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨)),전통치킨의맛그자체입니다,4,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 20일,서초동,페리카나-서초동점,ms**님,2021년 8월 20일,3세트（순살양념＋순살간장＋콜라 1.25L）/1(사이드 추가 선택(무 추가)),맛있쩌용 헤헤 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 19일,서초동,페리카나-서초동점,sh**님,2021년 8월 19일,"핫데블치킨/1,생맥주 1000cc/1",적당히 매콤해서 술안주로 딱이더라구요 잘먹었습니다^^,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b3701b0342fee3bc1963822e42135677_tn.jpg
2021년 8월 17일,서초동,페리카나-서초동점,   손님,2021년 8월 17일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(무 추가,콜라 1.25L 변경))",구영동중 뒤출입문. 83년도. 그때 수업휴게시간10분사이 매점이 ㅋ 초스피드런닝.3층에서 돈떤짐 받아 사다주고 대난리였던 뒤매점 담넘어 코너가게 현 페리카나.요술공주 페리카나♬♭♪♬♪♩,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,서초동,페리카나-서초동점,cc**님,2021년 8월 15일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),페리카나 치킨은 친숙하게 맛있는 맛이네요 ㅋㅋ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1f7843bcbb0b433545eec35721b3c424_tn.jpg
2021년 8월 15일,서초동,페리카나-서초동점,ep**님,2021년 8월 15일,양념 치킨/1,페리카나 양념이 가끔 생각나요 ㅎㅎ 이번에는 좀 달았는데 다음에 또 시키겠습니다.,4,4,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b27bd56fd2cff1d43410835d95e7546c_tn.jpg
2021년 8월 15일,서초동,페리카나-서초동점,am**님,2021년 8월 15일,후라이드 치킨/1,진짜 오랜만에 먹으면 맛있는 브랜드 1위,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 15일,서초동,페리카나-서초동점,de**님,2021년 8월 15일,후라이드 치킨/1(사이드 추가 선택(사이다 1.25L 변경)),페리카나 맛있었어요 만족합니닿ㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/4012e946aee2ad5dea1137f7177ba080_tn.jpg
2021년 8월 15일,서초동,페리카나-서초동점,tk**님,2021년 8월 15일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),맛있어요 좋습니다 만족,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/b8adec237643bd3d8a9d39f1a534825b_tn.jpg
2021년 8월 14일,서초동,페리카나-서초동점,da**님,2021년 8월 14일,A세트（후라이드＋후라이드＋콜라 1.25L）/1,맛있게 잘먹었습니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/a10760932f6e3f2c692cabff08f08b45_tn.jpg
2021년 8월 14일,서초동,페리카나-서초동점,os**님,2021년 8월 14일,순살강정 치킨/1,사장님 모두 친절하심 주방이 오픈되어있는 가게임,5,5,0,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,서초동,페리카나-서초동점,44**님,2021년 8월 13일,순살양념 치킨/1,양념 시켜보고 맛있어서 이번엔 순살도 시켜봤어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e3eac3e9cd2b59d061d95d850b348808_tn.jpg
2021년 8월 13일,서초동,페리카나-서초동점,kg**님,2021년 8월 13일,"후라이드 치킨/1,반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨))",맛있는 치킨 먹고 기분좋게 하루를 마무리 합니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,서초동,페리카나-서초동점,gr**님,2021년 8월 13일,반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨)),잘 익힌 깔끔한 치킨 먹고싶어서 좀 모호하지만 그렇게 만들어달라 부탁드렸는데 말 그대로! 정말 바싹 익힌 깔끔한 치킨이에요. 새벽이라 조금만 먹어야지 했다가 싹 다 먹었어요 최근 먹은 치킨들 중 최고! 흥하세요!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/216abdadfc99421160784059711cbcc4_tn.jpg
2021년 8월 13일,서초동,페리카나-서초동점,po**님,2021년 8월 13일,"다리＋날개/1(다리＋날개 소스 선택(양념)),생맥주 1000cc/1",호로로롤하묘ㅣ오리ㅡ로,4,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 13일,서초동,페리카나-서초동점,tl**님,2021년 8월 13일,순살양념 치킨/1,양은 좀 적었지만 맛있네요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/1dfd898e21fb9a5cd804c62c7493511d_tn.jpg
2021년 8월 13일,서초동,페리카나-서초동점,yj**님,2021년 8월 13일,순살양념 치킨/1,"늦은 밤 시켰는데, 빠른 배송 감사합니다",4,4,4,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/0aeed2266e395f99c8bc29c3b529889c_tn.jpg
2021년 8월 12일,서초동,페리카나-서초동점,wl**님,2021년 8월 12일,후라이드 치킨/1,배달도 빠루고 맛있어요,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/da6f3dada95962cbfdc1bd4680dcf3a3_tn.jpg
2021년 8월 12일,서초동,페리카나-서초동점,bi**님,2021년 8월 12일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(무 추가))",페리카나 서초점은 확실히 다른곳보다 맛잇어요! 존맛탱,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,서초동,페리카나-서초동점,ji**님,2021년 8월 12일,"후라이드 치킨/1(사이드 추가 선택(무 추가,양념소스추가))",감사합니다 맛있게 잘먹었습니다 😊,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 8월 12일,서초동,페리카나-서초동점,sa**님,2021년 8월 12일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(콜라 500mL 변경))",후라이드 부드럽고 양념도 맛있어요 ㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/8fe10fbcfa72ff6b481fd195aabf2497_tn.jpg
2021년 8월 10일,서초동,페리카나-서초동점,be**님,2021년 8월 10일,"반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨),사이드 추가 선택(페리치즈볼 5개 추가))",항상 맛있어요 배달도 빠르고,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6047df94cda192993b96751abe0d6573_tn.jpg
2021년 7월 27일,서초동,페리카나-서초동점,an**님,2021년 7월 27일,"반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨),사이드 추가 선택(콜라 500mL 변경,떡사리 추가))",너무 맛있습니다.👍🏻👍🏻👍🏻,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6021071f973f3e16f93f572bfc4e1c65_tn.jpg
2021년 7월 27일,서초동,페리카나-서초동점,de**님,2021년 7월 27일,순살양념 치킨/1,맛있 ㅇㅇ,5,5,1,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 26일,서초동,페리카나-서초동점,js**님,2021년 7월 26일,"후라이드 치킨/1,양념 치킨/1,국물떡볶이/1,떡사리 추가/2",너무  너무 맛있어요  특히  닭 집에서  뭔  떡볶이인가 했는데  치킨 맛있는건 알았지만  떡볶이도 최고입니다,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/e76906fb14a09dfb4a116e2370abff85_tn.jpg
2021년 7월 25일,서초동,페리카나-서초동점,44**님,2021년 7월 25일,양념 치킨/1,배달이 빠르게 잘 와서 양념인데도 튀김옷이 바삭바삭하게 와서 잘 먹었습니다. 맛은 다 아는 그맛,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 25일,서초동,페리카나-서초동점,js**님,2021년 7월 25일,"양념 치킨/1(사이드 추가 선택(국물떡볶이 추가,떡사리 추가))",잘 먹었습니다   빠른배송해주심  더감사하겠습니다,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 25일,서초동,페리카나-서초동점,ml**님,2021년 7월 25일,"반반（후라이드 반＋양념 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(페리치즈볼 5개 추가))",잘먹었습니다아👍👍👍,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/6bb616f5a1c3f13478e66875b88ff1da_tn.jpg
2021년 7월 24일,서초동,페리카나-서초동점,ch**님,2021년 7월 24일,순살후라이드 치킨/1,ㅎㅎㅎㅎㅎㅎ좋아요ㅎㅎㅎㅎ,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 24일,서초동,페리카나-서초동점,ss**님,2021년 7월 24일,순살후라이드 치킨/1,닭다리살로만 순살이 구성되어  맛있어요.,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/93577c9a2c3370b69367b553a0d87f78_tn.jpg
2021년 7월 20일,서초동,페리카나-서초동점,yj**님,2021년 7월 20일,순살양념 치킨/1(사이드 추가 선택(떡사리 추가)),와 진짜 맛있습니다! 앞으로 양념은 페리카나 입니다!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/2c4cf4084e63a57946c3c97dca3036c5_tn.jpg
2021년 7월 17일,서초동,페리카나-서초동점,th**님,2021년 7월 17일,순살양념 치킨/1,항상 맛있게 먹습니다 계속 잘 부탁드려요!!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/c3f938a266ca641bb152000b2eeec674_tn.jpg
2021년 7월 17일,서초동,페리카나-서초동점,ju**님,2021년 7월 17일,순살후라이드 치킨/1,다리살이라기엔 조금 퍽퍽했습니다.뼈닭이 더 맛있을것 같아요!,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/d9c0e0867aecacb2736634ca4456fc99_tn.jpg
2021년 7월 17일,서초동,페리카나-서초동점,bl**님,2021년 7월 17일,후라이드 치킨/1,맛있게 잘 먹었어요,5,5,0,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 16일,서초동,페리카나-서초동점,da**님,2021년 7월 16일,B세트（후라이드＋양념치킨＋콜라 1.25L）/1,너무맛있게 먹었어요^^,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 16일,서초동,페리카나-서초동점,il**님,2021년 7월 16일,"반반（후라이드 반＋양념 반）/1(치킨 선택(순살 치킨),사이드 추가 선택(미니핫도그（2개）추가))",오랫만에 먹었는데 맛있게 잘먹었어요 후라이드 바삭바삭 맛있어용,5,5,5,----사장님 답글이 없어요 ----,https://rev-static.yogiyo.co.kr/eb66a540de1c9bfe5bfab4a7963357e5_tn.jpg
2021년 7월 16일,서초동,페리카나-서초동점,te**님,2021년 7월 16일,"반반（후라이드 반＋간장 반）/1(치킨 선택(뼈있는 치킨),사이드 추가 선택(무 추가))",배달은 빨리왔는데 무추가가 안왔어요,3,3,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 16일,서초동,페리카나-서초동점,js**님,2021년 7월 16일,양념 치킨/1,맛있네요 역시  양념치킨은 페리카나가 최고인듯,5,5,5,----사장님 답글이 없어요 ----,이미지는 없어요
2021년 7월 16일,서초동,페리카나-서초동점,kj**님,2021년 7월 16일,후라이드 치킨/1,맛도 배달도 신속정확하고 좋았어요,5,4,4,----사장님 답글이 없어요 ----,이미지는 없어요
